4	1	7	8	3	200
5	1	13	7	5	200
6	1	4	10	6	200
7	1	4	6	7	200
8	1	14	8	8	200
9	1	10	4	9	200
10	1	8	3	10	200
11	1	5	11	11	200
12	1	3	6	12	200
13	1	2	1	13	200
14	1	16	7	14	200
15	1	1	9	15	200
16	1	7	7	16	200
17	1	11	4	17	200
18	1	11	9	18	200
19	1	11	5	19	200
20	1	9	7	20	200
21	1	6	9	21	200
22	1	16	2	22	200
23	1	16	12	23	200
24	1	6	2	24	200
25	1	12	11	25	200
26	1	8	12	26	200
27	1	6	1	27	200
28	1	6	1	28	200
29	1	16	3	29	200
30	1	7	1	30	200
31	1	10	6	31	200
32	1	15	9	32	200
33	1	9	9	33	200
34	1	8	2	34	200
35	1	11	4	35	200
36	1	2	12	36	200
37	1	8	9	37	200
38	1	11	2	38	200
39	1	14	3	39	200
40	1	9	12	40	200
41	1	1	11	41	200
42	1	16	1	42	200
43	1	6	9	43	200
44	1	5	6	44	200
45	1	8	1	45	200
46	1	15	5	46	200
47	1	7	12	47	200
48	1	7	11	48	200
49	1	6	3	49	200
50	1	4	1	50	200
51	1	4	8	51	200
52	1	14	11	52	200
53	1	7	10	53	200
54	1	1	11	54	200
55	1	3	12	55	200
56	1	10	8	56	200
57	1	1	5	57	200
58	1	5	7	58	200
59	1	13	4	59	200
60	1	6	5	60	200
61	1	7	12	61	200
62	1	5	6	62	200
63	1	16	4	63	200
64	1	5	7	64	200
65	1	9	5	65	200
66	1	10	4	66	200
67	1	11	3	67	200
68	1	3	4	68	200
69	1	1	3	69	200
70	1	9	7	70	200
71	1	8	11	71	200
72	1	13	9	72	200
73	1	2	4	73	200
74	1	8	1	74	200
75	1	3	4	75	200
76	1	3	6	76	200
77	1	2	6	77	200
78	1	15	5	78	200
79	1	15	5	79	200
80	1	1	1	80	200
81	2	11	5	81	210
82	2	10	9	82	210
83	3	4	5	83	210
84	2	8	10	84	210
85	4	3	4	85	210
86	3	15	12	86	210
87	4	5	7	87	210
88	4	13	12	88	210
89	4	12	2	89	210
90	2	2	12	90	210
91	4	8	2	91	210
92	3	15	6	92	210
93	2	9	9	93	210
94	3	15	6	94	210
95	4	4	9	95	210
96	2	14	5	96	210
97	3	6	9	97	210
98	3	5	4	98	210
99	2	15	5	99	210
100	3	2	3	100	210
101	4	8	8	101	210
102	3	3	12	102	210
103	4	10	7	103	210
104	3	11	10	104	210
105	4	4	4	105	210
106	2	5	7	106	210
107	4	6	12	107	210
108	2	10	8	108	210
109	4	14	5	109	210
110	2	7	3	110	210
111	2	14	6	111	210
112	2	6	1	112	210
113	3	4	12	113	210
114	2	6	3	114	210
115	4	8	4	115	210
116	3	3	8	116	210
117	2	8	11	117	210
118	4	6	12	118	210
119	3	2	11	119	210
120	4	11	6	120	210
121	2	11	12	121	210
122	3	4	8	122	210
123	4	3	9	123	210
124	4	5	1	124	210
125	2	12	11	125	210
126	3	5	1	126	210
127	3	4	2	127	210
128	2	10	2	128	210
129	3	4	3	129	210
130	2	16	7	130	210
131	3	11	9	131	210
132	2	4	9	132	210
133	4	13	6	133	210
134	2	12	7	134	210
135	4	9	1	135	210
136	3	1	9	136	210
137	4	11	8	137	210
138	4	5	1	138	210
139	4	11	8	139	210
140	2	9	9	140	210
141	4	4	11	141	210
142	2	7	5	142	210
143	3	4	3	143	210
144	3	13	3	144	210
145	3	12	11	145	210
146	2	7	5	146	210
147	2	8	4	147	210
148	4	3	3	148	210
149	3	4	11	149	210
150	2	1	4	150	210
151	2	10	6	151	210
152	4	10	12	152	210
153	3	8	10	153	210
154	4	3	5	154	210
155	4	3	2	155	210
156	3	1	3	156	210
157	4	5	8	157	210
158	2	4	10	158	210
159	3	12	12	159	210
160	2	3	12	160	210
161	3	5	3	161	210
162	3	3	1	162	210
163	3	4	5	163	210
164	3	2	2	164	210
165	2	11	2	165	210
166	3	10	5	166	210
167	4	4	8	167	210
168	3	16	7	168	210
169	3	9	5	169	210
170	3	8	9	170	210
171	3	11	11	171	210
172	2	4	3	172	210
173	4	7	11	173	210
174	3	4	3	174	210
175	3	4	10	175	210
176	3	3	8	176	210
177	2	10	5	177	210
178	4	12	5	178	210
179	2	16	5	179	210
180	3	1	4	180	210
181	4	10	6	181	210
182	3	6	7	182	210
183	3	5	10	183	210
184	3	4	8	184	210
185	3	4	9	185	210
186	4	2	10	186	210
187	5	14	8	187	215
188	5	15	3	188	215
189	5	3	5	189	215
190	5	4	1	190	215
191	5	12	7	191	215
192	5	10	8	192	215
193	5	6	5	193	215
194	5	11	11	194	215
195	5	12	3	195	215
196	5	6	1	196	215
197	5	1	2	197	215
198	5	10	9	198	215
199	5	9	3	199	215
200	5	16	12	200	215
201	5	6	4	201	215
202	5	12	11	202	215
203	5	9	2	203	215
204	5	11	6	204	215
205	5	11	12	205	215
206	5	2	10	206	215
207	5	2	8	207	215
208	5	2	2	208	215
209	5	2	11	209	215
210	5	12	11	210	215
211	5	2	9	211	215
212	5	11	8	212	215
213	5	11	7	213	215
214	5	6	6	214	215
215	5	6	1	215	215
216	5	12	12	216	215
217	5	4	11	217	215
218	5	8	3	218	215
219	5	4	3	219	215
220	5	13	6	220	215
221	5	3	6	221	215
222	5	5	2	222	215
223	5	7	6	223	215
224	5	15	9	224	215
225	5	5	11	225	215
226	5	16	2	226	215
227	5	13	9	227	215
228	5	6	6	228	215
229	5	5	11	229	215
230	5	7	8	230	215
231	5	11	2	231	215
232	5	1	11	232	215
233	5	2	9	233	215
234	5	14	1	234	215
235	5	6	1	235	215
236	5	12	6	236	215
237	5	6	1	237	215
238	5	7	1	238	215
239	5	7	1	239	215
240	5	1	3	240	215
241	5	12	8	241	215
242	5	7	8	242	215
243	5	8	1	243	215
244	5	16	8	244	215
245	5	14	12	245	215
246	5	14	1	246	215
247	5	12	1	247	215
248	5	12	3	248	215
249	5	5	2	249	215
250	5	6	12	250	215
251	5	10	5	251	215
252	5	4	2	252	215
253	5	13	4	253	215
254	5	12	6	254	215
255	5	4	11	255	215
256	5	13	6	256	215
257	5	1	7	257	215
258	5	3	5	258	215
259	5	14	4	259	215
260	5	13	10	260	215
261	5	7	12	261	215
262	5	2	8	262	215
263	5	15	5	263	215
264	5	10	4	264	215
265	5	8	12	265	215
266	5	5	6	266	215
267	5	13	7	267	215
268	5	12	1	268	215
269	5	2	3	269	215
270	5	14	9	270	215
271	5	12	11	271	215
272	5	5	6	272	215
273	2	11	11	273	215
274	5	2	5	274	215
275	5	7	12	275	215
276	5	14	11	276	215
277	5	12	7	277	215
278	5	5	8	278	215
279	6	8	12	279	217
280	7	15	12	280	217
281	7	4	1	281	217
282	6	2	7	282	217
283	6	1	11	283	217
284	6	8	6	284	217
285	6	1	10	285	217
286	6	7	8	286	217
287	7	8	9	287	217
288	7	1	9	288	217
289	7	6	1	289	217
290	7	14	11	290	217
291	6	3	3	291	217
292	7	4	6	292	217
293	7	2	10	293	217
294	7	12	8	294	217
295	7	10	6	295	217
296	7	5	7	296	217
297	7	2	8	297	217
298	7	3	8	298	217
299	7	7	10	299	217
300	7	3	5	300	217
301	7	6	3	301	217
302	7	6	2	302	217
303	7	8	11	303	217
304	7	8	5	304	217
305	7	4	12	305	217
306	7	16	11	306	217
307	7	11	2	307	217
308	7	7	10	308	217
309	6	11	2	309	217
310	6	10	5	310	217
311	6	5	1	311	217
312	6	15	10	312	217
313	6	11	12	313	217
314	6	11	1	314	217
315	6	4	9	315	217
316	6	4	7	316	217
317	6	1	3	317	217
318	6	12	1	318	217
319	6	6	2	319	217
320	6	15	11	320	217
321	6	12	2	321	217
322	6	16	4	322	217
323	6	11	9	323	217
324	6	4	11	324	217
325	6	14	12	325	217
326	6	5	2	326	217
327	6	15	9	327	217
328	6	7	12	328	217
329	6	9	10	329	217
330	6	3	9	330	217
331	6	13	3	331	217
332	6	6	12	332	217
333	6	16	8	333	217
334	6	10	11	334	217
335	6	15	6	335	217
336	6	6	2	336	217
337	6	7	1	337	217
338	6	14	5	338	217
339	6	1	7	339	217
340	6	13	1	340	217
341	6	6	10	341	217
342	6	1	10	342	217
343	7	4	10	343	217
344	7	5	7	344	217
345	7	11	2	345	217
346	7	4	10	346	217
347	7	10	12	347	217
348	7	6	3	348	217
349	7	14	2	349	217
350	7	8	5	350	217
351	6	9	6	351	217
352	6	8	10	352	217
353	6	1	6	353	217
354	6	5	3	354	217
355	6	4	9	355	217
356	6	9	12	356	217
357	6	7	12	357	217
358	6	8	4	358	217
359	6	8	5	359	217
360	6	6	3	360	217
361	6	14	7	361	217
362	6	7	12	362	217
363	6	1	2	363	217
364	8	14	3	364	221
365	8	3	6	365	221
366	8	7	4	366	221
367	8	13	2	367	221
368	8	4	5	368	221
369	8	6	2	369	221
370	8	3	9	370	221
371	8	8	10	371	221
372	8	13	3	372	221
373	8	5	8	373	221
374	8	4	12	374	221
375	8	13	7	375	221
376	8	3	8	376	221
377	8	1	3	377	221
378	8	14	1	378	221
379	8	4	8	379	221
380	8	14	10	380	221
381	8	5	12	381	221
382	8	6	3	382	221
383	8	13	8	383	221
384	8	8	5	384	221
385	8	1	12	385	221
386	8	15	12	386	221
387	8	7	8	387	221
388	8	1	1	388	221
389	8	14	2	389	221
390	8	15	1	390	221
391	8	12	1	391	221
392	8	16	8	392	221
393	8	1	6	393	221
394	8	6	8	394	221
395	8	2	9	395	221
396	8	5	4	396	221
397	8	3	6	397	221
398	8	8	9	398	221
399	8	6	4	399	221
400	8	13	1	400	221
401	8	10	2	401	221
402	8	3	2	402	221
403	8	4	5	403	221
404	8	8	7	404	221
405	8	2	7	405	221
406	8	2	2	406	221
407	8	5	3	407	221
408	8	1	11	408	221
409	8	16	12	409	221
410	8	13	1	410	221
411	8	14	9	411	221
412	8	7	11	412	221
413	8	14	1	413	221
414	8	11	1	414	221
415	8	16	5	415	221
416	8	14	10	416	221
417	8	7	9	417	221
418	8	12	7	418	221
419	8	8	5	419	221
420	8	4	7	420	221
421	8	1	1	421	221
422	8	4	9	422	221
423	8	11	6	423	221
424	8	3	12	424	221
425	8	6	10	425	221
426	8	3	8	426	221
427	8	16	7	427	221
428	8	14	11	428	221
429	8	16	5	429	221
430	8	9	10	430	221
431	8	8	4	431	221
432	8	2	7	432	221
433	8	14	9	433	221
434	8	11	10	434	221
435	8	3	8	435	221
436	8	2	1	436	221
437	8	7	3	437	221
438	8	8	12	438	221
439	8	8	7	439	221
440	8	13	4	440	221
441	8	15	3	441	221
442	8	11	2	442	221
443	8	6	6	443	221
444	8	10	1	444	221
445	8	4	2	445	221
446	8	2	4	446	221
447	8	9	8	447	221
448	8	15	12	448	221
449	8	7	6	449	221
450	8	12	12	450	221
451	8	14	1	451	221
452	8	11	7	452	221
453	8	2	3	453	221
454	8	7	1	454	221
455	8	10	8	455	221
456	8	11	3	456	221
457	8	14	9	457	221
458	8	13	10	458	221
459	8	14	3	459	221
460	9	15	2	460	228
461	9	9	5	461	228
462	9	12	6	462	228
463	9	8	12	463	228
464	9	6	12	464	228
465	9	7	11	465	228
466	9	11	12	466	228
467	9	8	10	467	228
468	9	9	1	468	228
469	9	13	3	469	228
470	9	8	6	470	228
471	9	9	9	471	228
472	9	16	4	472	228
473	9	4	10	473	228
474	9	8	5	474	228
475	9	5	6	475	228
476	9	11	5	476	228
477	9	8	3	477	228
478	9	8	1	478	228
479	9	9	4	479	228
480	9	16	1	480	228
481	9	15	12	481	228
482	9	2	1	482	228
483	9	9	3	483	228
484	9	4	7	484	228
485	9	7	6	485	228
486	9	5	1	486	228
487	9	13	8	487	228
488	9	11	12	488	228
489	9	13	7	489	228
490	9	15	3	490	228
491	9	4	6	491	228
492	9	12	3	492	228
493	9	7	1	493	228
494	9	3	11	494	228
495	9	12	6	495	228
496	9	7	10	496	228
497	9	16	2	497	228
498	9	9	5	498	228
499	9	8	6	499	228
500	9	7	4	500	228
501	9	16	5	501	228
502	9	6	4	502	228
503	9	14	7	503	228
504	9	11	6	504	228
505	9	12	3	505	228
506	9	8	1	506	228
507	9	16	1	507	228
508	9	9	5	508	228
509	9	16	2	509	228
510	9	8	2	510	228
511	9	8	2	511	228
512	9	3	9	512	228
513	9	10	12	513	228
514	9	1	2	514	228
515	9	4	12	515	228
516	9	7	10	516	228
517	9	9	8	517	228
518	9	3	9	518	228
519	9	14	2	519	228
520	9	6	3	520	228
521	9	12	12	521	228
522	9	5	11	522	228
523	9	10	2	523	228
